accommodates,bathrooms,bedrooms,beds,price
4,1.0,1.0,2.0,99.0
2,1.0,1.0,1.0,69.0
1,1.0,1.0,1.0,52.0
1,1.0,1.0,1.0,47.0
2,1.0,1.0,1.0,110.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,49.0
2,1.0,1.0,1.0,60.0
2,2.0,1.0,1.0,55.0
3,1.0,1.0,1.0,125.0
5,2.0,1.0,1.0,325.0
1,1.0,1.0,1.0,60.0
2,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,225.0
1,1.0,1.0,1.0,180.0
2,2.0,1.0,1.0,66.0
1,1.0,1.0,1.0,113.0
1,1.0,1.0,1.0,65.0
3,1.0,1.0,1.0,109.0
4,1.0,2.0,2.0,90.0
1,1.0,1.0,1.0,80.0
1,1.0,1.0,1.0,52.0
6,1.5,3.0,4.0,295.0
1,1.0,3.0,1.0,200.0
7,1.0,3.0,3.0,250.0
5,2.0,2.0,2.0,315.0
4,2.0,2.0,2.0,300.0
6,1.0,2.0,3.0,179.0
2,1.0,1.0,1.0,130.0
2,1.0,1.0,1.0,85.0
2,1.0,1.0,1.0,70.0
2,1.0,1.0,1.0,85.0
1,1.0,1.0,1.0,50.0
3,1.0,1.0,1.0,195.0
2,1.0,1.0,1.0,90.0
2,1.0,1.0,1.0,65.0
4,1.0,2.0,2.0,185.0
2,1.0,1.0,1.0,90.0
2,1.0,1.0,1.0,110.0
1,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,75.0
6,1.0,2.0,3.0,174.0
3,1.0,1.0,2.0,120.0
2,1.0,1.0,1.0,65.0
2,1.0,1.0,1.0,66.0
4,1.0,1.0,2.0,125.0
8,1.0,3.0,4.0,300.0
1,1.0,1.0,1.0,50.0
2,1.0,1.0,1.0,85.0
2,0.5,1.0,1.0,99.0
1,1.0,1.0,1.0,77.0
1,1.0,1.0,1.0,65.0
2,1.0,1.0,1.0,80.0
1,1.0,1.0,1.0,35.0
2,1.0,1.0,1.0,34.0
2,1.0,1.0,1.0,64.0
4,1.0,1.0,2.0,180.0
2,1.0,1.0,1.0,80.0
1,1.0,1.0,1.0,50.0
2,1.0,1.0,1.0,110.0
2,1.0,1.0,1.0,88.0
1,1.0,1.0,1.0,50.0
2,1.0,1.0,1.0,70.0
2,1.0,1.0,2.0,100.0
1,1.0,1.0,1.0,52.0
2,1.0,1.0,2.0,100.0
6,1.0,2.0,3.0,180.0
2,1.0,1.0,1.0,96.0
2,1.0,1.0,1.0,119.0
5,1.5,3.0,3.0,300.0
2,1.0,1.0,1.0,189.0
2,1.0,1.0,1.0,135.0
1,1.0,1.0,1.0,35.0
2,2.0,1.0,1.0,69.0
6,1.0,3.0,3.0,450.0
2,1.0,1.0,1.0,90.0
3,1.5,1.0,1.0,180.0
4,1.0,1.0,2.0,215.0
4,1.0,2.0,2.0,200.0
6,1.0,2.0,4.0,200.0
1,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,85.0
3,1.0,1.0,1.0,130.0
5,1.0,2.0,2.0,319.0
2,2.0,1.0,1.0,140.0
2,1.0,1.0,1.0,50.0
1,1.0,1.0,1.0,90.0
4,1.0,2.0,2.0,200.0
2,1.0,1.0,1.0,115.0
2,1.0,1.0,1.0,110.0
6,1.0,3.0,3.0,280.0
4,1.5,1.0,1.0,90.0
4,1.0,1.0,2.0,110.0
2,1.0,1.0,1.0,90.0
2,1.5,1.0,2.0,1002.0
2,1.0,1.0,1.0,140.0
3,1.5,2.0,2.0,190.0
2,1.0,1.0,1.0,130.0
2,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,189.0
2,1.0,1.0,1.0,49.0
5,1.0,3.0,3.0,200.0
2,1.0,1.0,2.0,125.0
2,1.0,1.0,1.0,89.0
4,1.0,1.0,2.0,120.0
3,1.0,1.0,1.0,223.0
2,1.0,1.0,1.0,140.0
6,2.0,2.0,4.0,250.0
1,1.0,1.0,1.0,110.0
2,1.0,1.0,1.0,83.0
1,1.0,1.0,1.0,60.0
8,1.0,3.0,4.0,325.0
2,1.0,1.0,1.0,78.0
1,1.0,1.0,1.0,65.0
2,1.0,2.0,2.0,95.0
6,1.0,1.0,2.0,100.0
2,1.0,1.0,1.0,70.0
4,1.0,1.0,2.0,150.0
2,1.0,1.0,1.0,65.0
2,1.0,1.0,1.0,115.0
7,1.0,3.0,3.0,320.0
3,2.0,1.0,2.0,250.0
1,1.0,1.0,1.0,41.0
5,2.0,2.0,5.0,350.0
2,1.0,1.0,1.0,150.0
4,1.0,2.0,2.0,150.0
2,1.0,1.0,1.0,59.0
1,1.0,1.0,1.0,60.0
2,1.0,1.0,1.0,75.0
2,2.5,2.0,2.0,200.0
2,1.0,1.0,2.0,135.0
2,1.0,1.0,1.0,75.0
1,1.0,1.0,1.0,50.0
2,1.0,1.0,1.0,60.0
2,1.0,1.0,1.0,170.0
2,1.0,1.0,1.0,74.0
7,1.0,3.0,3.0,99.0
2,1.0,1.0,1.0,75.0
4,1.0,1.0,1.0,200.0
1,1.0,1.0,1.0,35.0
2,1.0,1.0,2.0,95.0
8,1.5,3.0,4.0,200.0
2,1.0,1.0,1.0,50.0
4,1.0,2.0,2.0,150.0
7,1.0,3.0,3.0,300.0
2,1.0,1.0,1.0,80.0
1,1.0,1.0,1.0,75.0
2,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,75.0
6,1.0,2.0,2.0,170.0
1,1.0,1.0,1.0,70.0
1,1.0,1.0,1.0,70.0
8,1.0,2.0,4.0,200.0
2,1.0,1.0,1.0,49.0
1,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,95.0
1,1.0,1.0,1.0,43.0
2,1.0,1.0,1.0,83.0
2,1.0,1.0,1.0,50.0
6,1.0,2.0,3.0,185.0
1,1.0,1.0,1.0,55.0
1,1.0,1.0,1.0,80.0
3,1.0,1.0,1.0,146.0
4,2.0,2.0,2.0,200.0
4,1.0,1.0,3.0,195.0
2,1.0,1.0,1.0,79.0
2,1.0,1.0,2.0,250.0
2,1.0,1.0,1.0,69.0
2,1.5,1.0,1.0,99.0
2,2.0,1.0,1.0,65.0
1,1.0,1.0,1.0,80.0
1,1.5,1.0,1.0,80.0
3,1.0,1.0,1.0,190.0
2,1.0,1.0,1.0,60.0
2,1.0,1.0,1.0,110.0
2,1.0,1.0,1.0,60.0
2,1.0,1.0,1.0,100.0
8,1.0,2.0,3.0,280.0
4,1.0,1.0,2.0,96.0
2,1.0,1.0,1.0,75.0
3,4.0,1.0,2.0,39.0
2,1.0,1.0,1.0,111.0
1,1.0,1.0,1.0,54.0
1,2.0,1.0,1.0,60.0
1,1.0,1.0,1.0,40.0
2,1.0,1.0,1.0,175.0
4,1.0,2.0,2.0,108.0
2,1.0,1.0,1.0,149.0
5,1.0,1.0,1.0,333.0
4,1.0,2.0,2.0,285.0
1,1.0,1.0,1.0,120.0
1,1.0,1.0,1.0,80.0
2,1.5,1.0,1.0,75.0
3,1.0,1.0,1.0,150.0
1,2.0,3.0,1.0,50.0
2,1.0,1.0,1.0,150.0
3,1.0,1.0,1.0,108.0
2,1.0,1.0,1.0,160.0
2,1.0,1.0,1.0,199.0
2,1.0,1.0,1.0,65.0
5,1.0,1.0,2.0,125.0
3,1.0,2.0,2.0,96.0
2,1.0,1.0,1.0,170.0
2,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,190.0
2,1.0,1.0,1.0,199.0
2,1.0,1.0,1.0,170.0
4,2.0,2.0,2.0,275.0
2,1.0,1.0,1.0,90.0
1,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,150.0
4,1.0,1.0,2.0,250.0
1,1.0,1.0,1.0,60.0
1,1.0,1.0,1.0,45.0
4,1.0,2.0,2.0,275.0
1,1.0,1.0,1.0,84.0
2,1.0,1.0,1.0,29.0
1,1.0,1.0,1.0,75.0
1,1.0,1.0,1.0,80.0
1,1.0,1.0,1.0,55.0
2,1.0,1.0,1.0,75.0
2,1.0,1.0,1.0,121.0
2,1.0,1.0,2.0,85.0
2,3.0,1.0,1.0,60.0
2,1.0,1.0,1.0,75.0
6,1.0,3.0,4.0,175.0
2,1.0,1.0,1.0,65.0
2,1.0,1.0,1.0,85.0
2,1.0,1.0,1.0,60.0
1,1.0,1.0,1.0,76.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,85.0
1,1.0,1.0,1.0,60.0
1,1.0,1.0,1.0,60.0
5,2.0,2.0,3.0,270.0
1,1.0,1.0,1.0,79.0
4,1.0,2.0,2.0,200.0
2,1.0,1.0,1.0,225.0
2,1.0,1.0,1.0,110.0
2,1.0,1.0,1.0,105.0
1,1.0,1.0,1.0,50.0
2,1.0,3.0,1.0,59.0
2,1.0,1.0,1.0,71.0
4,1.0,2.0,2.0,160.0
4,1.0,1.0,1.0,175.0
2,1.0,1.0,1.0,160.0
4,3.0,1.0,3.0,85.0
2,1.0,1.0,1.0,75.0
2,1.0,1.0,1.0,129.0
8,3.0,2.0,2.0,350.0
4,1.0,1.0,3.0,225.0
3,1.0,3.0,3.0,135.0
2,1.0,1.0,1.0,120.0
3,1.0,2.0,1.0,500.0
2,1.0,1.0,1.0,140.0
2,1.0,1.0,1.0,60.0
2,1.0,1.0,1.0,120.0
2,1.0,1.0,1.0,50.0
2,2.5,1.0,1.0,70.0
4,1.0,2.0,1.0,147.0
6,1.0,2.0,3.0,230.0
3,1.0,1.0,1.0,160.0
4,1.0,2.0,2.0,400.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,55.0
2,1.0,1.0,1.0,170.0
2,1.0,1.0,1.0,140.0
4,1.0,2.0,2.0,125.0
2,1.0,1.0,1.0,45.0
2,1.0,1.0,1.0,180.0
8,1.0,2.0,5.0,95.0
1,2.0,1.0,1.0,60.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,169.0
1,1.0,1.0,1.0,64.0
4,1.0,1.0,1.0,105.0
1,1.0,1.0,1.0,70.0
5,1.0,2.0,3.0,211.0
2,1.0,1.0,1.0,40.0
2,1.0,1.0,1.0,50.0
3,1.0,1.0,1.0,119.0
5,1.5,2.0,3.0,180.0
4,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,89.0
2,1.0,1.0,1.0,268.0
2,1.0,1.0,2.0,200.0
2,2.0,1.0,1.0,115.0
3,1.0,1.0,2.0,190.0
3,1.0,1.0,1.0,150.0
1,1.0,1.0,1.0,48.0
4,1.0,2.0,3.0,198.0
1,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,300.0
4,1.0,2.0,2.0,445.0
3,1.0,1.0,1.0,200.0
2,1.0,1.0,1.0,70.0
1,1.0,1.0,1.0,200.0
2,1.0,1.0,1.0,50.0
2,1.0,1.0,1.0,125.0
3,1.0,1.0,3.0,375.0
2,1.0,1.0,1.0,114.0
1,1.0,1.0,1.0,85.0
2,1.0,1.0,1.0,69.0
2,1.0,1.0,1.0,125.0
2,1.0,1.0,1.0,140.0
3,1.0,1.0,2.0,65.0
4,1.0,1.0,3.0,175.0
4,1.0,2.0,2.0,159.0
1,2.0,1.0,1.0,50.0
3,1.0,1.0,1.0,125.0
2,1.0,1.0,1.0,99.0
4,1.0,2.0,2.0,250.0
5,1.5,1.0,2.0,175.0
2,1.0,1.0,2.0,60.0
2,1.0,1.0,1.0,165.0
5,1.0,2.0,2.0,96.0
2,1.0,1.0,1.0,85.0
3,1.0,1.0,1.0,249.0
1,2.0,1.0,1.0,59.0
1,1.0,1.0,1.0,85.0
2,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,90.0
2,1.0,1.0,1.0,100.0
1,1.0,1.0,1.0,90.0
2,1.0,1.0,1.0,68.0
1,1.0,1.0,1.0,60.0
2,1.0,1.0,1.0,150.0
1,1.0,1.0,1.0,70.0
2,1.0,1.0,1.0,109.0
2,1.0,1.0,1.0,175.0
4,1.0,2.0,2.0,155.0
2,1.0,1.0,1.0,75.0
2,1.0,1.0,1.0,95.0
2,1.0,1.0,1.0,175.0
2,1.0,1.0,1.0,170.0
1,1.0,1.0,1.0,40.0
2,1.0,1.0,1.0,229.0
5,1.0,2.0,2.0,130.0
4,1.5,1.0,1.0,59.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,50.0
2,1.0,1.0,1.0,135.0
2,1.0,1.0,1.0,90.0
1,1.0,1.0,1.0,60.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,255.0
1,1.0,1.0,1.0,47.0
6,1.0,1.0,2.0,477.0
4,1.0,1.0,1.0,250.0
2,1.0,1.0,1.0,140.0
2,2.0,1.0,1.0,105.0
4,2.0,2.0,2.0,225.0
2,1.0,1.0,1.0,96.0
2,1.0,1.0,1.0,170.0
5,1.0,1.0,2.0,200.0
2,1.0,1.0,1.0,89.0
3,1.0,1.0,2.0,160.0
2,1.0,1.0,1.0,99.0
4,1.0,2.0,2.0,430.0
1,1.0,1.0,1.0,85.0
2,1.0,1.0,1.0,65.0
4,1.0,1.0,3.0,195.0
2,1.0,1.0,1.0,74.0
2,1.0,1.0,1.0,100.0
2,1.0,2.0,2.0,100.0
4,2.0,1.0,2.0,133.0
2,1.0,2.0,1.0,250.0
2,1.0,1.0,1.0,500.0
2,1.0,1.0,1.0,50.0
2,1.0,1.0,1.0,69.0
1,1.0,1.0,1.0,48.0
2,1.0,1.0,2.0,149.0
2,1.0,1.0,1.0,99.0
1,1.0,3.0,1.0,60.0
2,1.0,1.0,1.0,95.0
2,1.0,1.0,1.0,110.0
3,1.5,1.0,1.0,250.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,200.0
10,2.0,4.0,5.0,392.0
2,1.0,1.0,1.0,75.0
2,1.0,1.0,1.0,85.0
2,1.0,1.0,1.0,60.0
4,1.0,1.0,2.0,110.0
1,2.0,1.0,1.0,60.0
1,1.0,1.0,1.0,55.0
1,1.0,1.0,1.0,65.0
2,1.0,1.0,1.0,250.0
2,1.0,1.0,1.0,110.0
3,2.0,1.0,2.0,70.0
2,2.0,1.0,1.0,65.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,125.0
2,1.0,1.0,1.0,250.0
1,1.0,1.0,1.0,65.0
2,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,70.0
2,1.0,1.0,1.0,60.0
2,1.0,1.0,1.0,90.0
2,2.0,1.0,2.0,70.0
4,1.0,1.0,2.0,180.0
2,1.0,1.0,1.0,99.0
1,2.0,1.0,1.0,60.0
2,1.0,1.0,1.0,115.0
1,1.0,1.0,1.0,75.0
2,0.5,1.0,1.0,70.0
1,1.0,1.0,1.0,60.0
2,1.0,1.0,1.0,95.0
3,1.0,1.0,1.0,160.0
3,2.0,1.0,2.0,95.0
2,1.0,1.0,1.0,114.0
2,1.0,1.0,1.0,79.0
2,2.5,1.0,1.0,85.0
1,1.5,1.0,1.0,68.0
2,1.0,1.0,1.0,125.0
1,1.0,1.0,1.0,118.0
1,1.0,1.0,1.0,115.0
4,1.0,2.0,2.0,148.0
2,1.0,1.0,1.0,150.0
1,1.5,1.0,1.0,50.0
2,1.0,1.0,1.0,80.0
5,1.0,1.0,3.0,130.0
2,1.5,1.0,1.0,65.0
1,1.0,1.0,1.0,49.0
2,1.0,1.0,1.0,120.0
1,1.0,1.0,1.0,66.0
2,1.0,1.0,1.0,125.0
2,1.0,1.0,1.0,105.0
2,1.0,1.0,1.0,66.0
1,1.0,1.0,1.0,45.0
2,1.0,1.0,1.0,129.0
2,1.0,1.0,1.0,69.0
2,1.0,1.0,1.0,95.0
3,2.0,1.0,2.0,180.0
6,2.0,3.0,4.0,395.0
4,1.0,2.0,2.0,250.0
2,1.0,1.0,1.0,60.0
3,1.0,1.0,2.0,119.0
2,1.0,1.0,1.0,99.0
4,2.0,2.0,2.0,250.0
2,1.0,1.0,1.0,80.0
1,1.0,1.0,1.0,42.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,79.0
2,1.0,1.0,1.0,45.0
4,2.0,1.0,2.0,225.0
2,1.0,1.0,1.0,125.0
2,1.0,1.0,1.0,75.0
2,1.5,1.0,1.0,110.0
4,1.0,1.0,2.0,360.0
3,1.0,1.0,1.0,150.0
6,1.0,2.0,3.0,150.0
2,1.0,1.0,1.0,65.0
4,1.0,1.0,2.0,269.0
2,1.0,1.0,1.0,163.0
2,2.0,1.0,1.0,100.0
2,1.0,1.0,1.0,50.0
2,1.0,1.0,1.0,210.0
4,1.0,2.0,2.0,170.0
2,1.0,1.0,1.0,83.0
1,1.5,1.0,1.0,120.0
2,1.0,1.0,1.0,72.0
2,1.0,1.0,1.0,99.0
2,1.0,1.0,1.0,55.0
1,2.0,1.0,1.0,75.0
2,1.5,1.0,1.0,79.0
2,2.0,1.0,1.0,99.0
2,1.0,1.0,1.0,55.0
2,1.5,1.0,1.0,40.0
2,1.5,1.0,1.0,45.0
2,1.0,1.0,1.0,280.0
2,1.0,1.0,1.0,70.0
3,1.0,1.0,1.0,200.0
2,1.0,1.0,2.0,150.0
2,1.0,1.0,1.0,58.0
1,1.0,1.0,1.0,70.0
2,1.0,1.0,1.0,95.0
2,1.0,1.0,1.0,195.0
2,1.0,1.0,1.0,68.0
4,1.0,1.0,2.0,200.0
2,2.0,1.0,1.0,100.0
6,2.0,2.0,3.0,285.0
2,1.0,1.0,1.0,90.0
3,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,125.0
2,1.0,1.0,1.0,80.0
2,1.5,3.0,3.0,79.0
2,1.0,1.0,1.0,155.0
4,1.0,1.0,2.0,600.0
2,1.0,1.0,1.0,60.0
2,1.0,1.0,1.0,56.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,89.0
5,1.0,2.0,2.0,220.0
1,1.0,1.0,1.0,60.0
4,1.0,1.0,2.0,180.0
3,1.0,1.0,2.0,155.0
2,1.0,1.0,1.0,145.0
3,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,119.0
4,1.0,2.0,2.0,230.0
2,1.0,1.0,1.0,70.0
1,1.0,1.0,1.0,40.0
2,1.0,1.0,1.0,115.0
6,1.0,1.0,4.0,135.0
2,1.0,1.0,1.0,178.0
2,1.0,1.0,1.0,50.0
3,1.0,1.0,2.0,100.0
1,1.0,1.0,2.0,70.0
6,1.0,2.0,3.0,169.0
2,1.0,1.0,1.0,65.0
2,1.0,1.0,1.0,70.0
1,1.0,1.0,1.0,90.0
2,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,58.0
2,1.0,1.0,1.0,189.0
2,1.0,1.0,1.0,125.0
2,1.0,1.0,1.0,65.0
2,1.0,1.0,1.0,120.0
2,1.0,1.0,1.0,50.0
2,1.0,1.0,1.0,95.0
1,1.0,1.0,1.0,75.0
1,1.0,1.0,1.0,97.0
4,1.0,1.0,2.0,275.0
2,1.0,1.0,1.0,50.0
1,2.0,1.0,1.0,65.0
16,4.0,7.0,9.0,895.0
2,1.0,1.0,2.0,150.0
4,1.0,2.0,2.0,209.0
2,1.0,1.0,1.0,89.0
2,1.0,1.0,1.0,140.0
3,1.0,1.0,2.0,123.0
2,2.0,1.0,1.0,69.0
2,1.0,1.0,1.0,60.0
2,1.0,1.0,1.0,60.0
1,1.0,1.0,1.0,45.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,69.0
1,1.0,1.0,1.0,100.0
4,2.0,1.0,1.0,310.0
2,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,80.0
2,1.0,1.0,2.0,150.0
2,1.0,1.0,1.0,119.0
1,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,78.0
2,2.0,1.0,1.0,60.0
2,1.0,1.0,1.0,279.0
2,1.0,1.0,1.0,74.0
2,1.0,1.0,1.0,60.0
1,1.0,1.0,1.0,60.0
1,1.0,1.0,1.0,60.0
1,1.0,1.0,1.0,60.0
2,1.0,1.0,1.0,80.0
1,1.5,1.0,1.0,100.0
2,1.0,1.0,1.0,58.0
2,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,68.0
3,1.0,1.0,1.0,135.0
1,1.0,1.0,1.0,83.0
3,1.0,1.0,2.0,158.0
3,1.0,1.0,2.0,160.0
2,1.0,1.0,1.0,48.0
1,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,95.0
2,1.0,1.0,1.0,75.0
2,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,160.0
4,1.0,1.0,2.0,290.0
2,1.0,1.0,1.0,65.0
2,1.0,1.0,1.0,79.0
2,1.0,1.0,1.0,70.0
2,1.0,1.0,1.0,64.0
2,1.0,1.0,1.0,80.0
2,2.0,1.0,1.0,80.0
4,1.0,1.0,1.0,150.0
4,1.0,2.0,2.0,110.0
2,1.0,1.0,1.0,112.0
5,1.0,1.0,2.0,180.0
2,1.0,1.0,2.0,43.0
1,1.0,1.0,1.0,62.0
2,1.0,1.0,1.0,240.0
3,1.0,1.0,3.0,119.0
2,1.0,1.0,2.0,80.0
2,2.0,1.0,1.0,125.0
4,1.0,2.0,2.0,190.0
2,1.0,1.0,1.0,140.0
1,1.0,1.0,1.0,65.0
4,1.0,2.0,2.0,200.0
7,2.0,1.0,3.0,500.0
4,1.0,2.0,2.0,135.0
6,1.0,2.0,3.0,200.0
6,2.0,2.0,3.0,450.0
4,1.0,1.0,2.0,171.0
2,1.0,1.0,1.0,50.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,75.0
1,1.0,1.0,1.0,35.0
4,1.0,2.0,2.0,195.0
3,1.0,1.0,1.0,1700.0
2,1.0,1.0,1.0,100.0
3,2.0,2.0,1.0,330.0
2,1.0,1.0,1.0,57.0
3,2.0,1.0,2.0,109.0
2,1.0,1.0,1.0,148.0
2,1.0,1.0,1.0,175.0
3,1.0,2.0,2.0,70.0
6,1.0,3.0,3.0,260.0
3,1.0,1.0,3.0,80.0
2,1.0,1.0,1.0,75.0
1,1.0,1.0,1.0,75.0
4,1.0,2.0,2.0,200.0
2,2.0,1.0,1.0,98.0
2,1.0,1.0,1.0,75.0
2,1.0,1.0,1.0,65.0
2,1.0,1.0,2.0,158.0
2,1.0,1.0,1.0,69.0
8,3.5,4.0,4.0,385.0
3,1.0,1.0,3.0,200.0
2,1.0,1.0,1.0,95.0
4,1.0,1.0,2.0,140.0
2,1.0,1.0,1.0,190.0
4,1.0,1.0,2.0,140.0
2,2.0,2.0,1.0,60.0
3,1.0,1.0,2.0,185.0
2,1.0,1.0,1.0,99.0
3,1.0,1.0,2.0,166.0
1,1.0,1.0,1.0,90.0
1,1.0,1.0,1.0,60.0
2,1.0,1.0,1.0,67.0
6,2.0,2.0,3.0,200.0
2,1.0,1.0,1.0,135.0
2,1.0,1.0,1.0,50.0
5,3.0,2.0,3.0,300.0
2,1.0,1.0,1.0,75.0
2,1.0,1.0,1.0,85.0
2,1.0,1.0,1.0,180.0
6,2.0,2.0,2.0,149.0
6,1.0,2.0,2.0,199.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,75.0
2,1.0,1.0,1.0,79.0
4,1.0,1.0,2.0,180.0
1,1.0,1.0,1.0,79.0
1,1.0,1.0,1.0,75.0
7,1.0,3.0,3.0,120.0
2,1.0,1.0,1.0,50.0
2,1.0,1.0,1.0,150.0
4,1.0,1.0,2.0,200.0
5,1.0,2.0,2.0,180.0
6,1.0,2.0,4.0,210.0
2,1.0,1.0,1.0,159.0
2,1.0,1.0,1.0,215.0
3,1.0,1.0,1.0,122.0
2,1.0,1.0,1.0,75.0
2,2.5,1.0,1.0,55.0
1,1.0,1.0,1.0,49.0
2,1.0,1.0,2.0,159.0
4,1.0,2.0,2.0,275.0
2,1.0,1.0,1.0,158.0
6,1.0,1.0,3.0,125.0
1,1.0,1.0,1.0,48.0
3,1.0,1.0,1.0,289.0
5,2.0,2.0,2.0,270.0
1,1.0,1.0,1.0,65.0
6,1.0,1.0,3.0,60.0
2,1.0,1.0,2.0,89.0
2,1.0,1.0,1.0,57.0
2,1.0,1.0,1.0,65.0
2,1.0,1.0,1.0,80.0
3,1.0,1.0,1.0,110.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,65.0
5,1.0,2.0,3.0,145.0
1,1.0,1.0,1.0,90.0
4,1.0,1.0,1.0,200.0
2,1.0,1.0,1.0,110.0
4,1.0,2.0,2.0,104.0
6,2.0,3.0,4.0,270.0
3,1.0,1.0,2.0,90.0
2,1.0,1.0,1.0,225.0
2,1.0,1.0,1.0,75.0
2,1.0,1.0,1.0,130.0
2,1.0,1.0,1.0,45.0
8,1.0,3.0,3.0,480.0
3,1.0,2.0,2.0,200.0
2,1.0,1.0,1.0,90.0
1,1.0,1.0,1.0,96.0
2,1.0,1.0,1.0,120.0
2,1.0,1.0,1.0,95.0
2,1.0,1.0,1.0,100.0
6,1.0,3.0,4.0,220.0
5,2.0,1.0,3.0,290.0
1,1.0,1.0,1.0,1300.0
2,1.0,1.0,1.0,170.0
1,1.0,1.0,1.0,75.0
3,1.0,1.0,1.0,245.0
1,1.0,1.0,1.0,85.0
2,1.0,1.0,1.0,75.0
4,1.0,2.0,2.0,200.0
3,1.0,1.0,1.0,160.0
6,2.0,3.0,4.0,250.0
1,1.0,1.0,1.0,125.0
1,2.0,1.0,1.0,80.0
5,1.0,3.0,2.0,239.0
1,1.0,1.0,1.0,95.0
2,1.0,1.0,1.0,70.0
2,1.0,1.0,1.0,75.0
2,2.0,1.0,1.0,115.0
2,1.0,1.0,1.0,90.0
2,1.0,1.0,1.0,155.0
4,1.0,1.0,2.0,125.0
2,2.0,1.0,1.0,76.0
2,1.0,1.0,1.0,100.0
6,1.0,1.0,3.0,99.0
1,2.0,1.0,1.0,45.0
2,1.0,1.0,1.0,191.0
2,2.0,1.0,1.0,72.0
4,1.0,1.0,1.0,180.0
2,1.0,1.0,1.0,141.0
3,1.0,2.0,2.0,125.0
3,1.0,1.0,1.0,90.0
2,1.0,1.0,1.0,62.0
1,1.0,1.0,1.0,250.0
1,1.0,1.0,1.0,39.0
2,1.0,1.0,1.0,155.0
4,1.0,2.0,2.0,150.0
2,1.0,1.0,1.0,75.0
1,1.0,1.0,1.0,75.0
2,1.0,1.0,1.0,75.0
6,1.0,2.0,2.0,130.0
1,2.0,1.0,1.0,80.0
3,1.0,1.0,1.0,99.0
2,1.0,1.0,1.0,205.0
2,1.0,1.0,1.0,103.0
16,6.0,10.0,13.0,499.0
1,1.0,1.0,1.0,60.0
4,1.0,2.0,2.0,308.0
4,1.0,1.0,2.0,98.0
2,1.0,1.0,1.0,90.0
1,1.0,1.0,1.0,90.0
2,1.0,1.0,1.0,100.0
4,2.0,1.0,1.0,290.0
2,1.0,1.0,1.0,175.0
2,1.0,1.0,1.0,63.0
4,1.0,2.0,2.0,120.0
5,1.0,2.0,2.0,136.0
2,3.0,1.0,1.0,60.0
2,1.0,1.0,1.0,60.0
2,1.0,1.0,1.0,95.0
1,1.0,1.0,1.0,85.0
2,1.0,1.0,1.0,75.0
4,3.0,2.0,4.0,300.0
4,1.0,1.0,1.0,110.0
4,1.0,1.0,2.0,116.0
2,1.0,1.0,1.0,73.0
5,1.0,3.0,3.0,300.0
3,1.0,1.0,1.0,125.0
8,2.0,3.0,6.0,225.0
2,1.0,1.0,1.0,85.0
7,1.0,3.0,3.0,320.0
2,1.0,1.0,1.0,99.0
1,1.0,1.0,1.0,88.0
4,1.0,2.0,2.0,250.0
6,1.0,3.0,3.0,250.0
6,1.5,1.0,3.0,200.0
2,1.0,1.0,1.0,95.0
5,1.0,1.0,1.0,250.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,65.0
